"","BATTER_UID","AVG","OBP","SLG","VENUE_KEY","OUTS","BALLS","STRIKES","BATS_LEFT","THROWS_LEFT","PITCH_NUMBER","RELEASE_SPEED","PLATE_X","PLATE_Z","INDUCED_VERTICAL_BREAK","HORIZONTAL_BREAK","VERTICAL_APPROACH_ANGLE","HORIZONTAL_APPROACH_ANGLE","Prob of Single","Prob of Double","Prob of Triple","Prob of Home Run"
"126",49,0.269666,0.351,0.413333,2797,0,1,2,1,1,4,77.9523010253906,-0.67801296710968,3.00013995170593,3.30028986930847,-8.74374008178711,-6.39282989501953,-3.70793986320496,0.192,0.093,0.008,0.061
"127",1,0.3025,0.348,0.555,3970,0,2,0,0,0,3,88.9791946411133,0.119475997984409,2.0720899105072,18.8067989349365,-8.50333976745605,-5.94931983947754,1.22410988807678,0.198,0.093,0.008,0.086
"128",25,0.264,0.364,0.48,2767,1,2,2,1,0,5,84.4318008422852,-0.305401980876923,2.03044986724854,12.4770002365112,-11.5162000656128,-6.46294975280762,1.20670998096466,0.208,0.095,0.01,0.051
"129",84,0.267,0.3825,0.389,2823,1,0,0,1,0,1,84.5626983642578,-0.296721011400223,1.77665996551514,7.49856996536255,-12.1075992584229,-8.35011959075928,-0.275069981813431,0.22,0.095,0.006,0.053
"130",16,0.28,0.353,0.361,2852,2,1,0,0,1,2,93.7644958496094,0.179074987769127,3.79713988304138,16.8220996856689,15.0515995025635,-4.22289991378784,-0.801313936710358,0.183,0.071,0.01,0.13
"131",66,0.277,0.3475,0.4255,3789,2,3,2,0,0,7,86.7629013061523,0.54737401008606,1.67185997962952,4.72208976745605,5.3838095664978,-7.6004900932312,4.31190967559814,0.235,0.071,0.01,0.046
"132",133,0.264,0.3265,0.3625,2781,2,0,0,1,0,1,91.6082992553711,-0.730646014213562,2.31597995758057,19.2603988647461,-5.84743976593018,-6.03396987915039,0.123535998165607,0.198,0.097,0.006,0.074
"133",142,0.3195,0.3605,0.4435,2858,2,3,2,1,0,7,71.9395980834961,0.15370000898838,3.18783974647522,-4.08613967895508,15.4175996780396,-8.68615055084229,2.19866991043091,0.164,0.078,0.01,0.116
"134",122,0.245,0.3,0.3745,2772,0,0,1,1,0,2,79.5731964111328,-0.59895795583725,2.35812997817993,9.7220401763916,-9.71146965026856,-7.39538955688477,-0.719983994960785,0.191,0.104,0.007,0.06
"135",74,0.2905,0.3425,0.457,5421,1,0,1,1,0,2,77.0358963012695,-0.407614976167679,2.39271998405456,-11.246600151062,12.4612998962402,-9.77919960021973,1.95271992683411,0.227,0.085,0.006,0.051
"136",16,0.28,0.353,0.361,2852,0,3,2,0,0,8,92.4455032348633,-0.118953995406628,2.45016002655029,12.9398002624512,-14.5444002151489,-5.25695991516113,1.13446998596191,0.222,0.076,0.007,0.051
"137",82,0.2365,0.3505,0.429,2781,1,0,0,0,1,1,87.4170989990234,0.609498977661133,2.14020013809204,17.1681003570557,10.9992990493774,-6.49325942993164,-2.12894010543823,0.205,0.077,0.01,0.069
"138",107,0.261,0.3035,0.411,3230,0,3,1,1,1,5,89.3189010620117,-0.453011989593506,3.16672992706299,18.9521999359131,1.15874004364014,-5.00350999832153,-2.74116992950439,0.184,0.093,0.008,0.109
"139",85,0.238,0.314,0.411,4271,1,2,0,1,0,3,99.5260009765625,-0.603541016578674,2.28550982475281,9.3138599395752,-19.0248985290527,-5.41771984100342,-0.855423986911774,0.259,0.083,0.006,0.054
"140",134,0.273,0.378,0.481,3789,1,1,1,1,0,3,93.0892028808594,0.366275012493134,2.81832981109619,14.6800994873047,-6.39148998260498,-5.21509981155396,0.971019923686981,0.222,0.076,0.011,0.057
"141",40,0.281666,0.372333,0.395666,2745,0,1,2,1,0,4,85.9393997192383,-0.660924017429352,2.40796995162964,-8.74225997924805,1.20492994785309,-8.06186962127686,2.74843001365662,0.271,0.084,0.006,0.031
"142",34,0.263,0.379666,0.376666,2542,0,1,1,1,0,3,92.0981979370117,0.539646983146667,2.97131991386414,15.2076997756958,-6.87155961990356,-4.94547986984253,1.09744000434875,0.218,0.076,0.011,0.059
"143",144,0.219,0.294,0.482,5472,1,2,2,0,0,6,90.9948425292969,-0.317115992307663,1.89243996143341,15.4496603012085,-8.94664859771729,-6.05234146118164,0.559879004955292,0.228,0.085,0.008,0.041
"144",70,0.238666,0.293666,0.389333,5472,0,1,2,0,0,4,83.6762084960938,0.977512955665588,2.35096383094788,2.89077281951904,2.93491005897522,-7.55910873413086,4.37939214706421,0.239,0.073,0.012,0.037
"145",0,0.289,0.330666,0.453,2844,1,2,1,0,0,4,98.7622909545898,-0.129022002220154,1.5408900976181,20.17919921875,-6.77968978881836,-5.84276008605957,1.00811994075775,0.259,0.086,0.007,0.039
"146",98,0.2965,0.384,0.527,4271,2,3,2,1,0,8,96.6051025390625,0.515761971473694,2.45602989196777,18.0693988800049,-5.56918001174927,-4.64577007293701,1.28238999843597,0.222,0.063,0.01,0.054
"147",65,0.27,0.375,0.409,3789,0,2,1,0,0,4,90.2399978637695,-0.0563928000628948,2.72124004364014,15.4387998580933,-4.18434000015259,-4.86782026290894,1.6816999912262,0.203,0.087,0.009,0.075
"148",142,0.3195,0.3605,0.4435,5472,1,0,0,1,0,1,94.2956771850586,0.517257034778595,2.26470398902893,18.642068862915,-3.2023720741272,-5.61039781570435,1.3639919757843,0.224,0.077,0.009,0.057
"149",49,0.269666,0.351,0.413333,2797,2,3,2,1,1,7,82.9592971801758,-0.141341000795364,3.44906997680664,1.01986002922058,-6.25918006896973,-5.68341016769409,-2.61289000511169,0.188,0.07,0.011,0.087
"150",97,0.211,0.2905,0.3725,5472,1,0,0,1,0,1,84.7494964599609,-0.690782964229584,1.76298999786377,7.61941003799438,-13.6546001434326,-7.34337997436523,0.98551994562149,0.211,0.1,0.006,0.058
"151",97,0.211,0.2905,0.3725,5472,0,3,2,1,0,6,92.8929977416992,0.0604226998984814,3.13210988044739,14.0065002441406,-14.2572002410889,-4.80198001861572,0.81149297952652,0.222,0.081,0.011,0.059
"152",45,0.277,0.3205,0.4225,3970,0,1,1,0,1,3,91.6179962158203,-0.00486717000603676,1.53911995887756,18.0480995178223,4.83656978607178,-6.46930932998657,-0.593406975269318,0.242,0.088,0.007,0.041
"153",122,0.245,0.3,0.3745,2772,2,3,2,1,0,7,91.8068008422852,-0.518157005310059,2.55147004127502,12.8536996841431,-10.8208999633789,-3.43103981018066,1.83537983894348,0.201,0.078,0.01,0.069
"154",45,0.277,0.3205,0.4225,4715,1,0,0,0,0,1,89.8155975341797,0.185515999794006,1.6189900636673,8.51992034912109,-0.539870023727417,-6.9825701713562,2.08585000038147,0.24,0.081,0.007,0.047
"155",142,0.3195,0.3605,0.4435,5472,1,3,1,1,0,5,89.6140670776367,0.13316199183464,1.73183083534241,16.4931392669678,-12.8299503326416,-6.63213872909546,1.51898598670959,0.218,0.09,0.009,0.061
"156",41,0.2405,0.3375,0.4175,2529,2,1,2,0,1,4,78.8914031982422,0.852334976196289,2.65768003463745,-4.78723955154419,-8.61352920532227,-8.44900989532471,-3.0177698135376,0.231,0.065,0.014,0.04
"157",97,0.211,0.2905,0.3725,2844,2,1,2,1,0,4,65.2512969970703,-0.940908968448639,2.8551299571991,-10.1798000335693,13.4767990112305,-10.6322002410889,3.48137998580933,0.164,0.106,0.007,0.09
"158",117,0.2845,0.344,0.4435,2843,1,1,0,0,0,2,97.4502944946289,-0.181827992200851,2.24285984039307,14.6749000549316,-7.35800981521606,-6.26876020431519,1.68914997577667,0.243,0.085,0.006,0.055
"159",85,0.238,0.314,0.411,2767,0,0,0,1,0,1,96.3933029174805,1.07709991931915,1.97909998893738,18.2542991638184,-2.34400987625122,-5.5925498008728,2.35783004760742,0.25,0.071,0.01,0.043
"160",136,0.298666,0.361666,0.491666,3230,2,3,2,1,1,6,94.0819931030273,0.520830988883972,1.64684987068176,11.1203002929688,13.4689998626709,-7.25005006790161,-0.145527005195618,0.272,0.07,0.01,0.036
"161",0,0.289,0.330666,0.453,2844,1,0,1,0,0,2,92.6475982666016,0.641242980957031,3.14277982711792,16.256799697876,-4.63401985168457,-5.12559986114502,1.17969989776611,0.215,0.072,0.012,0.056
"162",141,0.2895,0.3435,0.42,3970,2,0,1,0,0,2,90.7613983154297,-0.329442977905273,1.78109991550446,4.10400009155273,3.28502988815308,-7.3170895576477,1.81208992004395,0.258,0.08,0.007,0.035
"163",144,0.219,0.294,0.482,2844,0,1,1,0,0,3,79.8460006713867,0.057397298514843,2.61733984947205,5.93565988540649,9.56890964508057,-7.19675016403198,3.02474999427795,0.19,0.089,0.008,0.079
"164",97,0.211,0.2905,0.3725,2724,0,3,2,1,1,7,82.38330078125,0.150636985898018,2.4256100654602,-0.0459100008010864,-3.12419986724854,-7.71697950363159,-2.53584980964661,0.227,0.074,0.008,0.051
"165",117,0.2845,0.344,0.4435,2843,0,1,1,0,0,3,89.7842025756836,-0.942629933357239,2.89499998092651,11.1204996109009,-8.61882019042969,-4.02471971511841,1.06234991550446,0.201,0.095,0.007,0.071
"166",98,0.2965,0.384,0.527,4715,2,0,0,1,1,1,91.6287002563477,-0.149234995245934,1.70230996608734,17.2020988464355,4.86847972869873,-6.71517992019653,-1.2268899679184,0.223,0.085,0.007,0.056
"167",137,0.268333,0.370333,0.385666,4271,0,0,0,1,1,1,92.8242950439453,-0.0381477996706963,2.46521997451782,15.7405996322632,10.1624002456665,-5.72915983200073,-0.0540199987590313,0.222,0.083,0.007,0.064
"168",144,0.219,0.294,0.482,2844,2,1,2,0,0,4,84.4716949462891,-0.367737978696823,2.995689868927,4.26805973052979,-1.24405002593994,-6.70054006576538,1.82538998126984,0.206,0.084,0.01,0.057
"169",34,0.263,0.379666,0.376666,2852,0,0,0,1,0,1,88.3578948974609,-0.42281898856163,1.98821997642517,20.925199508667,-7.71883964538574,-6.56951951980591,0.484090983867645,0.199,0.104,0.006,0.066
"170",66,0.277,0.3475,0.4255,3789,2,0,1,0,1,2,85.6380004882812,0.376533985137939,1.58054006099701,14.055700302124,17.4696998596191,-7.73172950744629,-0.943735003471374,0.223,0.079,0.009,0.046
"171",0,0.289,0.330666,0.453,2844,1,1,1,0,0,3,91.373893737793,-0.186640992760658,2.64049005508423,14.132399559021,-7.22663974761963,-5.46248006820679,1.19573998451233,0.215,0.085,0.009,0.06
"172",73,0.289,0.381,0.374,2745,2,3,1,1,0,5,94.8092041015625,0.0447475016117096,1.54802000522614,11.0992994308472,-16.8242988586426,-6.42447996139526,-0.0590409971773624,0.257,0.079,0.009,0.044
"173",41,0.2405,0.3375,0.4175,3789,1,1,1,0,0,3,86.5140991210938,-0.784743010997772,2.06324005126953,7.8529200553894,1.21951997280121,-6.73234033584595,2.18509006500244,0.215,0.097,0.006,0.058
"174",70,0.238666,0.293666,0.389333,5472,0,2,1,0,0,4,80.0693283081055,1.19690895080566,2.34248399734497,11.4221496582031,2.84679388999939,-6.71347379684448,3.55690002441406,0.187,0.078,0.014,0.082
"175",136,0.298666,0.361666,0.491666,2773,1,1,1,1,0,3,79.7543029785156,-0.695734024047852,2.84914994239807,0.605279982089996,-16.681999206543,-6.17713022232056,0.973769962787628,0.186,0.094,0.008,0.078
"176",82,0.2365,0.3505,0.429,2542,0,0,0,0,0,1,88.659294128418,-0.027811398729682,3.22039008140564,17.6036987304688,-8.45248985290527,-4.40874004364014,1.63729000091553,0.178,0.089,0.009,0.098
"177",41,0.2405,0.3375,0.4175,2772,2,2,2,0,0,7,79.3893966674805,0.485971987247467,1.75082993507385,-2.00680994987488,4.9041600227356,-8.48089981079102,3.58754968643188,0.214,0.068,0.009,0.048
"178",0,0.289,0.330666,0.453,5472,0,2,2,0,1,7,90.5016098022461,-0.949496984481812,3.46318888664246,18.2110900878906,3.75839114189148,-4.21113681793213,-0.873985946178436,0.179,0.085,0.006,0.086
"179",122,0.245,0.3,0.3745,2772,0,2,1,1,1,4,79.4054946899414,0.566409945487976,2.59025001525879,5.58559989929199,-4.02237987518311,-7.18502998352051,-2.8401198387146,0.197,0.079,0.011,0.075
"180",141,0.2895,0.3435,0.42,3970,0,2,2,0,0,6,93.2191009521484,-0.20846900343895,2.74221992492676,17.7307987213135,-12.6110992431641,-4.88350009918213,-0.0284850001335144,0.219,0.082,0.008,0.049
"181",41,0.2405,0.3375,0.4175,2745,0,1,1,0,0,3,81.4844970703125,0.50314199924469,2.06535983085632,0.0102499993517995,5.28173971176147,-7.46296977996826,3.2766900062561,0.225,0.078,0.009,0.052
"182",16,0.28,0.353,0.361,2542,1,0,1,0,0,2,82.8204956054688,-0.330283969640732,2.01267981529236,0.286460012197495,7.49900007247925,-8.20171928405762,2.00999999046326,0.23,0.087,0.007,0.045
"183",134,0.273,0.378,0.481,2745,1,1,1,1,0,3,87.1340026855469,-0.221929997205734,1.65987002849579,6.92804002761841,-16.6399002075195,-7.04451990127563,1.58138000965118,0.236,0.089,0.008,0.041
"184",136,0.298666,0.361666,0.491666,5410,0,0,0,1,1,1,85.1677017211914,0.749983966350555,2.8788800239563,8.1072998046875,-1.08817005157471,-6.66887950897217,-1.81595003604889,0.207,0.073,0.01,0.071
"185",35,0.255,0.324,0.427,3970,2,1,2,0,0,4,87.526496887207,-0.349043995141983,2.87040996551514,4.71877956390381,3.84141993522644,-6.17575979232788,2.15707993507385,0.219,0.08,0.009,0.052
"186",98,0.2965,0.384,0.527,4715,2,2,2,1,0,5,91.134391784668,-0.765477001667023,2.88016986846924,25.8824005126953,-5.61810970306396,-4.38782024383545,0.42452797293663,0.179,0.099,0.01,0.079
"187",98,0.2965,0.384,0.527,2724,2,1,1,1,1,3,91.0973968505859,-0.447889000177383,2.98388981819153,21.238000869751,3.22772002220154,-4.50082015991211,-0.776445984840393,0.183,0.088,0.009,0.088
"188",142,0.3195,0.3605,0.4435,4271,2,0,2,1,0,3,90.8163986206055,-0.466378003358841,2.16456985473633,13.5645999908447,-15.5234994888306,-6.44658946990967,-0.213212996721268,0.238,0.088,0.009,0.031
"189",142,0.3195,0.3605,0.4435,4271,1,1,0,0,1,2,84.5521011352539,-0.639555990695953,1.44112002849579,1.73025989532471,-6.68502998352051,-7.75177001953125,-3.74196982383728,0.234,0.09,0.005,0.053
"190",117,0.2845,0.344,0.4435,2843,0,2,1,0,1,4,93.1429748535156,0.252060979604721,1.83432996273041,13.4662971496582,11.7010879516602,-6.32355880737305,-0.672101974487305,0.252,0.078,0.008,0.047
"191",57,0.289333,0.325333,0.406,4669,0,1,0,1,0,2,87.9361953735352,0.538847982883453,2.46310997009277,8.39153003692627,-0.155027002096176,-5.65237998962402,5.31470966339111,0.208,0.079,0.009,0.079
"192",144,0.219,0.294,0.482,2767,2,0,2,0,0,4,95.4553985595703,0.445800989866257,1.50777995586395,6.16043996810913,-12.716799736023,-6.83376979827881,2.01399993896484,0.296,0.065,0.009,0.017
"193",16,0.28,0.353,0.361,2541,0,1,2,0,0,4,97.3287963867188,0.507622003555298,1.90921998023987,19.3099994659424,-15.7053995132446,-5.71305990219116,0.611759006977081,0.275,0.078,0.01,0.024
"194",137,0.268333,0.370333,0.385666,4715,1,2,1,1,1,4,91.8725967407227,-0.453671991825104,2.42285990715027,5.47300004959106,16.3698997497559,-5.85445022583008,-1.99620997905731,0.241,0.077,0.007,0.06
"195",1,0.3025,0.348,0.555,2767,1,0,2,0,0,3,78.2177963256836,0.887656986713409,1.64653992652893,1.9388200044632,1.42938995361328,-8.92339992523193,1.25554001331329,0.237,0.075,0.012,0.03
"196",152,0.314,0.353,0.461,5421,1,0,0,0,0,1,74.6992950439453,-0.218319997191429,1.90763998031616,-14.8207998275757,4.60487985610962,-11.1093997955322,1.84986007213593,0.229,0.087,0.005,0.055
"197",25,0.264,0.364,0.48,2858,1,0,2,1,0,3,97.7900009155273,-0.0684560984373093,2.90056991577148,6.79525947570801,-14.9221000671387,-5.11260986328125,0.159480005502701,0.279,0.07,0.009,0.025
"198",25,0.264,0.364,0.48,2858,2,1,2,1,1,4,76.573600769043,-0.46262800693512,2.22402000427246,7.33376979827881,-16.0396995544434,-5.31758975982666,-6.16291999816895,0.181,0.086,0.012,0.059
"199",107,0.261,0.3035,0.411,2823,1,1,1,1,0,3,84.1633987426758,-1.37408995628357,2.62718987464905,9.32845973968506,-15.3070001602173,-6.78461027145386,0.397386968135834,0.19,0.112,0.006,0.073
"200",45,0.277,0.3205,0.4225,4715,0,0,2,0,0,4,83.9422988891602,0.337121993303299,2.55461978912354,-2.87805986404419,1.71992993354797,-7.7217903137207,2.16591000556946,0.246,0.07,0.008,0.032
"201",141,0.2895,0.3435,0.42,4715,0,0,1,0,0,2,94.1419982910156,-0.325107991695404,2.99125003814697,15.1267995834351,-7.94646978378296,-4.60862016677856,0.56771194934845,0.224,0.085,0.008,0.051
"202",81,0.261,0.3285,0.3655,2843,2,0,0,1,0,1,90.8977966308594,-1.01310002803802,2.19965004920959,6.73259019851685,-15.3845996856689,-6.67748975753784,-0.792545974254608,0.227,0.093,0.005,0.055
"203",85,0.238,0.314,0.411,2858,2,0,1,1,0,2,90.5207977294922,-0.0393730998039246,2.39437007904053,5.21467971801758,-18.4668006896973,-6.12599992752075,0.320510983467102,0.241,0.076,0.009,0.039
"204",141,0.2895,0.3435,0.42,4715,0,2,2,0,0,5,99.0440979003906,0.301203995943069,2.51861000061035,16.9132995605469,-7.48442029953003,-5.17465972900391,2.07886004447937,0.266,0.077,0.01,0.034
"205",141,0.2895,0.3435,0.42,3810,0,2,1,0,1,4,79.7983016967773,0.369796991348267,2.74851012229919,-3.98166990280151,-2.94007992744446,-7.89518976211548,-3.31204009056091,0.22,0.075,0.009,0.064
"206",144,0.219,0.294,0.482,2767,0,1,1,0,1,3,93.5418930053711,0.825069010257721,2.95466995239258,16.32200050354,9.46660041809082,-4.94981002807617,-0.580264985561371,0.227,0.068,0.011,0.059
"207",41,0.2405,0.3375,0.4175,2843,1,0,2,0,1,3,85.3618927001953,0.226520985364914,1.62015986442566,6.50413990020752,-7.24190998077393,-7.62665033340454,-2.39236998558044,0.258,0.078,0.01,0.024
"208",117,0.2845,0.344,0.4435,2843,1,2,1,0,0,4,95.0274047851562,-0.520712971687317,2.8202600479126,17.8167991638184,-4.23471975326538,-4.85068988800049,1.27534997463226,0.211,0.09,0.008,0.073
"209",134,0.273,0.378,0.481,3789,2,0,1,1,0,2,85.0802993774414,-0.530836999416351,1.86352002620697,-2.20753002166748,-11.0198001861572,-7.66292953491211,0.957630038261414,0.243,0.085,0.007,0.037
"210",45,0.277,0.3205,0.4225,4715,2,2,2,0,0,5,92.3926010131836,-0.354745000600815,2.69951009750366,16.3187999725342,-2.17516994476318,-5.3514895439148,2.33870983123779,0.213,0.086,0.01,0.058
"211",107,0.261,0.3035,0.411,3230,0,0,0,1,1,1,91.3368988037109,0.564741969108582,2.21764993667603,12.0004997253418,14.4427003860474,-5.57634019851685,-0.768419027328491,0.233,0.071,0.008,0.057
"212",51,0.271,0.3205,0.411,2724,2,0,1,0,0,2,95.7414016723633,0.132022991776466,3.65439987182617,20.1387004852295,-11.3863000869751,-3.48175001144409,1.03031003475189,0.196,0.075,0.012,0.072
"213",133,0.264,0.3265,0.3625,4715,2,2,2,1,1,5,81.1026992797852,0.166138991713524,2.17307996749878,-2.93029999732971,-9.77149963378906,-8.49765968322754,-1.19875001907349,0.235,0.077,0.01,0.041
"214",152,0.314,0.353,0.461,2683,1,2,2,0,1,5,96.2629013061523,-0.73970103263855,2.62454986572266,17.3582992553711,6.0291895866394,-5.42243003845215,-0.752633035182953,0.238,0.088,0.007,0.047
"215",21,0.2745,0.3365,0.4425,2542,1,0,0,0,1,1,91.7508010864258,-0.0526366978883743,2.458899974823,9.52575969696045,7.04939985275269,-4.96877002716064,-2.71364998817444,0.226,0.073,0.008,0.063
"216",104,0.2755,0.359,0.467,2529,2,2,1,1,1,4,84.9124984741211,1.12901997566223,2.93507981300354,3.92862987518311,17.7353992462158,-6.50925016403198,1.0188000202179,0.206,0.062,0.014,0.085
"217",51,0.271,0.3205,0.411,3970,0,0,0,0,0,1,91.1589965820312,-0.19243198633194,2.657870054245,16.1988010406494,-2.76272988319397,-5.41310977935791,2.38900995254517,0.204,0.091,0.007,0.073
"218",141,0.2895,0.3435,0.42,4715,1,0,1,0,1,2,87.1056976318359,-0.179756000638008,2.41707992553711,12.6704006195068,0.110890001058578,-5.71080017089844,-3.18043994903564,0.212,0.082,0.009,0.053
"219",65,0.27,0.375,0.409,2745,1,0,0,0,1,1,88.4756927490234,0.665126979351044,2.71504998207092,18.8470993041992,11.1968002319336,-5.02289962768555,0.138110995292664,0.187,0.075,0.011,0.09
"220",125,0.2295,0.3255,0.4005,5421,2,1,2,1,0,4,79.7973251342773,0.221567988395691,0.861135005950928,0.0441339984536171,6.09395551681519,-7.13507318496704,3.78276491165161,0.237,0.079,0.011,0.033
"221",70,0.238666,0.293666,0.389333,5472,2,2,2,0,0,6,93.6315536499023,0.598825991153717,2.57472491264343,13.0489597320557,-11.2182998657227,-5.53669166564941,0.90705394744873,0.233,0.066,0.012,0.043
"222",74,0.2905,0.3425,0.457,2745,0,0,2,1,0,3,82.7623977661133,-0.224512994289398,2.68439984321594,14.1032991409302,-5.06118965148926,-5.9830493927002,0.793794929981232,0.196,0.094,0.01,0.049
"223",66,0.277,0.3475,0.4255,3789,1,0,1,0,0,2,87.55029296875,0.565793991088867,2.07291984558105,10.2182998657227,-1.5278799533844,-7.25779962539673,2.87549996376038,0.231,0.079,0.01,0.042
"224",88,0.268333,0.333333,0.361,2772,2,2,2,1,0,5,75.632698059082,-0.277796000242233,2.48682999610901,-8.41886043548584,7.24650001525879,-9.01494979858398,1.45924997329712,0.209,0.084,0.009,0.061
"225",97,0.211,0.2905,0.3725,2724,1,1,2,1,0,4,86.8135986328125,0.631359994411469,2.01121997833252,2.05519986152649,7.91378974914551,-7.45696020126343,4.00114011764526,0.256,0.071,0.011,0.033
"226",25,0.264,0.364,0.48,2858,1,1,2,1,1,5,92.0614013671875,-0.0247466992586851,3.06168985366821,-0.240333005785942,16.1840000152588,-4.086829662323,-2.26922988891602,0.247,0.058,0.009,0.044
"227",35,0.255,0.324,0.427,5472,0,1,2,0,0,4,92.2262344360352,-0.956109941005707,2.66987705230713,15.352089881897,-10.976619720459,-6.21384572982788,-0.86982399225235,0.234,0.1,0.006,0.039
"228",98,0.2965,0.384,0.527,2724,0,0,0,1,1,1,91.0991973876953,-0.295408010482788,2.79626989364624,18.3271999359131,5.27327966690063,-5.13124990463257,-2.11805987358093,0.2,0.088,0.007,0.079
"229",88,0.268333,0.333333,0.361,2772,0,2,2,0,1,5,84.4564971923828,0.743944942951202,1.2773300409317,-0.0852300003170967,15.218300819397,-7.83936023712158,-0.466802000999451,0.276,0.069,0.01,0.029
"230",81,0.261,0.3285,0.3655,2843,0,2,1,0,1,4,88.4197998046875,0.946924030780792,2.3819100856781,17.9843997955322,10.4594993591309,-5.8942699432373,0.0427989959716797,0.209,0.075,0.012,0.07
"231",21,0.2745,0.3365,0.4425,2823,0,2,2,0,1,5,79.3335952758789,0.231307998299599,1.81238007545471,-2.48690009117126,-4.71946001052856,-9.83255958557129,-2.08016014099121,0.252,0.083,0.008,0.033
"232",40,0.281666,0.372333,0.395666,2745,0,0,0,1,0,1,88.9532012939453,0.056072399020195,2.25508999824524,15.4049997329712,-9.34403991699219,-6.61364984512329,0.501425981521606,0.213,0.09,0.007,0.06
"233",51,0.271,0.3205,0.411,3970,0,0,1,0,0,2,84.1376953125,0.808931946754456,2.13571000099182,0.774869978427887,7.52045965194702,-6.99585008621216,5.47489976882935,0.236,0.073,0.01,0.043
